0	-2,20833333333333
0,5	-1,70833333333333
1	-2,20833333333333
2	-1,70833333333333
2,5	-0,708333333333333
2	-0,208333333333333
3	-0,208333333333333
3,5	1,79166666666667
3	2,29166666666667
2	1,79166666666667
0,75	0,291666666666667
0,5	1,04166666666667
0	1,29166666666667
-0,5	1,04166666666667
-0,75	0,291666666666667
-2	1,79166666666667
-3	2,29166666666667
-3,5	1,79166666666667
-3	-0,208333333333333
-2	-0,208333333333333
-2,5	-0,708333333333333
-2	-1,70833333333333
-1	-2,20833333333333
-0,5	-1,70833333333333
